id,prompt,model_x,model_y,worker,winner,left,right
837,13,89,91,89,tie,Luminous Supreme Control,Luminous Base
837,13,89,91,110,tie,Luminous Supreme Control,Luminous Base
837,13,89,91,107,tie,Luminous Supreme Control,Luminous Base
838,13,89,90,116,tie,Luminous Supreme Control,Luminous Extended
838,13,89,90,15,tie,Luminous Supreme Control,Luminous Extended
838,13,89,90,115,tie,Luminous Supreme Control,Luminous Extended
838,13,89,90,14,tie,Luminous Supreme Control,Luminous Extended
838,13,89,90,58,tie,Luminous Supreme Control,Luminous Extended
839,13,91,28,53,tie,Luminous Base,MPT-Chat (30B)
839,13,91,28,48,tie,Luminous Base,MPT-Chat (30B)
839,13,91,28,97,left,Luminous Base,MPT-Chat (30B)
839,13,91,28,70,right,Luminous Base,MPT-Chat (30B)
840,13,90,28,87,tie,Luminous Extended,MPT-Chat (30B)
840,13,90,28,107,tie,Luminous Extended,MPT-Chat (30B)
840,13,90,28,38,tie,Luminous Extended,MPT-Chat (30B)
840,13,90,28,91,tie,Luminous Extended,MPT-Chat (30B)
840,13,90,28,14,tie,Luminous Extended,MPT-Chat (30B)
841,13,27,91,15,left,MPT-Chat (7B),Luminous Base
841,13,27,91,116,tie,MPT-Chat (7B),Luminous Base
841,13,27,91,97,left,MPT-Chat (7B),Luminous Base
842,13,90,27,37,right,Luminous Extended,MPT-Chat (7B)
842,13,90,27,122,right,Luminous Extended,MPT-Chat (7B)
842,13,90,27,89,tie,Luminous Extended,MPT-Chat (7B)
842,13,90,27,94,tie,Luminous Extended,MPT-Chat (7B)
842,13,90,27,57,right,Luminous Extended,MPT-Chat (7B)
843,13,91,96,41,right,Luminous Base,Mythalion 13B
843,13,91,96,47,right,Luminous Base,Mythalion 13B
843,13,91,96,22,right,Luminous Base,Mythalion 13B
844,13,90,96,12,right,Luminous Extended,Mythalion 13B
844,13,90,96,115,right,Luminous Extended,Mythalion 13B
844,13,90,96,15,right,Luminous Extended,Mythalion 13B
844,13,90,96,14,right,Luminous Extended,Mythalion 13B
844,13,90,96,58,right,Luminous Extended,Mythalion 13B
845,13,11,91,97,right,MythoMax-L2 (13B),Luminous Base
845,13,11,91,70,tie,MythoMax-L2 (13B),Luminous Base
845,13,11,91,92,tie,MythoMax-L2 (13B),Luminous Base
846,13,11,90,83,tie,MythoMax-L2 (13B),Luminous Extended
846,13,11,90,116,tie,MythoMax-L2 (13B),Luminous Extended
846,13,11,90,58,tie,MythoMax-L2 (13B),Luminous Extended
846,13,11,90,115,tie,MythoMax-L2 (13B),Luminous Extended
846,13,11,90,14,tie,MythoMax-L2 (13B),Luminous Extended
847,13,13,91,118,tie,Open-Assistant StableLM SFT-7 (7B),Luminous Base
847,13,13,91,20,left,Open-Assistant StableLM SFT-7 (7B),Luminous Base
847,13,13,91,3,tie,Open-Assistant StableLM SFT-7 (7B),Luminous Base
847,13,13,91,42,tie,Open-Assistant StableLM SFT-7 (7B),Luminous Base
847,13,13,91,2,right,Open-Assistant StableLM SFT-7 (7B),Luminous Base
848,13,90,13,47,tie,Luminous Extended,Open-Assistant StableLM SFT-7 (7B)
848,13,90,13,11,left,Luminous Extended,Open-Assistant StableLM SFT-7 (7B)
848,13,90,13,58,tie,Luminous Extended,Open-Assistant StableLM SFT-7 (7B)
848,13,90,13,89,tie,Luminous Extended,Open-Assistant StableLM SFT-7 (7B)
849,13,91,94,15,right,Luminous Base,PaLM 2 Bison
849,13,91,94,116,right,Luminous Base,PaLM 2 Bison
849,13,91,94,58,right,Luminous Base,PaLM 2 Bison
849,13,91,94,14,right,Luminous Base,PaLM 2 Bison
850,13,94,90,110,left,PaLM 2 Bison,Luminous Extended
850,13,94,90,24,left,PaLM 2 Bison,Luminous Extended
850,13,94,90,45,left,PaLM 2 Bison,Luminous Extended
850,13,94,90,37,left,PaLM 2 Bison,Luminous Extended
851,13,95,91,14,left,PaLM 2 Bison (Code Chat),Luminous Base
851,13,95,91,107,tie,PaLM 2 Bison (Code Chat),Luminous Base
851,13,95,91,38,tie,PaLM 2 Bison (Code Chat),Luminous Base
851,13,95,91,91,tie,PaLM 2 Bison (Code Chat),Luminous Base
852,13,90,95,115,right,Luminous Extended,PaLM 2 Bison (Code Chat)
852,13,90,95,89,tie,Luminous Extended,PaLM 2 Bison (Code Chat)
852,13,90,95,58,tie,Luminous Extended,PaLM 2 Bison (Code Chat)
852,13,90,95,14,right,Luminous Extended,PaLM 2 Bison (Code Chat)
853,13,10,91,89,left,Platypus-2 Instruct (70B),Luminous Base
853,13,10,91,97,left,Platypus-2 Instruct (70B),Luminous Base
854,13,10,90,42,left,Platypus-2 Instruct (70B),Luminous Extended
854,13,10,90,41,left,Platypus-2 Instruct (70B),Luminous Extended
854,13,10,90,12,left,Platypus-2 Instruct (70B),Luminous Extended
854,13,10,90,44,left,Platypus-2 Instruct (70B),Luminous Extended
854,13,10,90,114,left,Platypus-2 Instruct (70B),Luminous Extended
855,13,2,91,22,left,Pythia-Chat-Base (7B),Luminous Base
855,13,2,91,41,left,Pythia-Chat-Base (7B),Luminous Base
855,13,2,91,47,left,Pythia-Chat-Base (7B),Luminous Base
856,13,2,90,92,left,Pythia-Chat-Base (7B),Luminous Extended
856,13,2,90,97,left,Pythia-Chat-Base (7B),Luminous Extended
857,13,6,91,12,left,Qwen-Chat (7B),Luminous Base
857,13,6,91,107,left,Qwen-Chat (7B),Luminous Base
857,13,6,91,38,left,Qwen-Chat (7B),Luminous Base
857,13,6,91,20,left,Qwen-Chat (7B),Luminous Base
857,13,6,91,67,left,Qwen-Chat (7B),Luminous Base
858,13,90,6,116,right,Luminous Extended,Qwen-Chat (7B)
858,13,90,6,58,right,Luminous Extended,Qwen-Chat (7B)
858,13,90,6,68,right,Luminous Extended,Qwen-Chat (7B)
858,13,90,6,14,right,Luminous Extended,Qwen-Chat (7B)
859,13,99,91,89,left,ReMM SLERP L2 13B,Luminous Base
859,13,99,91,47,left,ReMM SLERP L2 13B,Luminous Base
859,13,99,91,11,left,ReMM SLERP L2 13B,Luminous Base
859,13,99,91,58,left,ReMM SLERP L2 13B,Luminous Base
860,13,99,90,97,left,ReMM SLERP L2 13B,Luminous Extended
860,13,99,90,40,left,ReMM SLERP L2 13B,Luminous Extended
860,13,99,90,92,left,ReMM SLERP L2 13B,Luminous Extended
860,13,99,90,70,left,ReMM SLERP L2 13B,Luminous Extended
861,13,1,91,35,left,RedPajama-INCITE Chat (3B),Luminous Base
861,13,1,91,20,left,RedPajama-INCITE Chat (3B),Luminous Base
861,13,1,91,117,left,RedPajama-INCITE Chat (3B),Luminous Base
861,13,1,91,60,left,RedPajama-INCITE Chat (3B),Luminous Base
861,13,1,91,67,tie,RedPajama-INCITE Chat (3B),Luminous Base
862,13,1,90,15,tie,RedPajama-INCITE Chat (3B),Luminous Extended
863,13,91,3,116,tie,Luminous Base,RedPajama-INCITE Chat (7B)
863,13,91,3,41,tie,Luminous Base,RedPajama-INCITE Chat (7B)
863,13,91,3,47,tie,Luminous Base,RedPajama-INCITE Chat (7B)
863,13,91,3,11,left,Luminous Base,RedPajama-INCITE Chat (7B)
864,13,90,3,70,left,Luminous Extended,RedPajama-INCITE Chat (7B)
864,13,90,3,97,tie,Luminous Extended,RedPajama-INCITE Chat (7B)
865,13,25,91,4,tie,Vicuna v1.3 (13B),Luminous Base
865,13,25,91,41,tie,Vicuna v1.3 (13B),Luminous Base
865,13,25,91,89,left,Vicuna v1.3 (13B),Luminous Base
865,13,25,91,47,tie,Vicuna v1.3 (13B),Luminous Base
866,13,90,25,107,tie,Luminous Extended,Vicuna v1.3 (13B)
866,13,90,25,36,right,Luminous Extended,Vicuna v1.3 (13B)
866,13,90,25,91,tie,Luminous Extended,Vicuna v1.3 (13B)
866,13,90,25,38,tie,Luminous Extended,Vicuna v1.3 (13B)
866,13,90,25,14,tie,Luminous Extended,Vicuna v1.3 (13B)
867,13,24,91,107,tie,Vicuna v1.3 (7B),Luminous Base
867,13,24,91,28,tie,Vicuna v1.3 (7B),Luminous Base
867,13,24,91,46,tie,Vicuna v1.3 (7B),Luminous Base
867,13,24,91,33,right,Vicuna v1.3 (7B),Luminous Base
868,13,24,90,89,tie,Vicuna v1.3 (7B),Luminous Extended
868,13,24,90,67,tie,Vicuna v1.3 (7B),Luminous Extended
868,13,24,90,14,tie,Vicuna v1.3 (7B),Luminous Extended
868,13,24,90,58,tie,Vicuna v1.3 (7B),Luminous Extended
869,13,91,26,93,tie,Luminous Base,Vicuna v1.5 (13B)
869,13,91,26,56,tie,Luminous Base,Vicuna v1.5 (13B)
869,13,91,26,91,tie,Luminous Base,Vicuna v1.5 (13B)
869,13,91,26,107,tie,Luminous Base,Vicuna v1.5 (13B)
869,13,91,26,38,tie,Luminous Base,Vicuna v1.5 (13B)
870,13,90,26,116,tie,Luminous Extended,Vicuna v1.5 (13B)
870,13,90,26,55,tie,Luminous Extended,Vicuna v1.5 (13B)
870,13,90,26,15,left,Luminous Extended,Vicuna v1.5 (13B)
871,13,91,21,38,tie,Luminous Base,Vicuna-FastChat-T5 (3B)
871,13,91,21,107,tie,Luminous Base,Vicuna-FastChat-T5 (3B)
871,13,91,21,98,tie,Luminous Base,Vicuna-FastChat-T5 (3B)
871,13,91,21,91,tie,Luminous Base,Vicuna-FastChat-T5 (3B)
871,13,91,21,41,tie,Luminous Base,Vicuna-FastChat-T5 (3B)
872,13,90,21,14,tie,Luminous Extended,Vicuna-FastChat-T5 (3B)
872,13,90,21,115,tie,Luminous Extended,Vicuna-FastChat-T5 (3B)
872,13,90,21,58,tie,Luminous Extended,Vicuna-FastChat-T5 (3B)
872,13,90,21,85,tie,Luminous Extended,Vicuna-FastChat-T5 (3B)
872,13,90,21,12,left,Luminous Extended,Vicuna-FastChat-T5 (3B)
873,13,75,91,74,right,command,Luminous Base
873,13,75,91,64,left,command,Luminous Base
873,13,75,91,0,left,command,Luminous Base
873,13,75,91,32,left,command,Luminous Base
873,13,75,91,5,left,command,Luminous Base
874,13,75,90,44,left,command,Luminous Extended
874,13,75,90,20,left,command,Luminous Extended
874,13,75,90,34,right,command,Luminous Extended
874,13,75,90,3,left,command,Luminous Extended
874,13,75,90,42,left,command,Luminous Extended
875,13,75,98,89,left,command,Weaver 12k
875,13,75,98,67,left,command,Weaver 12k
875,13,75,98,14,left,command,Weaver 12k
876,13,91,79,40,right,Luminous Base,command-nightly
876,13,91,79,116,right,Luminous Base,command-nightly
877,13,90,79,42,right,Luminous Extended,command-nightly
877,13,90,79,66,right,Luminous Extended,command-nightly
877,13,90,79,91,right,Luminous Extended,command-nightly
877,13,90,79,44,right,Luminous Extended,command-nightly
877,13,90,79,46,right,Luminous Extended,command-nightly
878,13,98,79,7,right,Weaver 12k,command-nightly
878,13,98,79,67,right,Weaver 12k,command-nightly
878,13,98,79,41,right,Weaver 12k,command-nightly
878,13,98,79,114,right,Weaver 12k,command-nightly
878,13,98,79,91,right,Weaver 12k,command-nightly
879,13,14,90,112,tie,Open-Assistant Pythia SFT-4 (12B),Luminous Extended
879,13,14,90,70,tie,Open-Assistant Pythia SFT-4 (12B),Luminous Extended
879,13,14,90,97,left,Open-Assistant Pythia SFT-4 (12B),Luminous Extended
880,13,90,76,53,tie,Luminous Extended,command-light
880,13,90,76,49,tie,Luminous Extended,command-light
880,13,90,76,97,right,Luminous Extended,command-light
881,13,76,12,70,tie,command-light,StarCoderChat Alpha (16B)
881,13,76,12,40,tie,command-light,StarCoderChat Alpha (16B)
881,13,76,12,97,left,command-light,StarCoderChat Alpha (16B)
882,13,98,76,67,right,Weaver 12k,command-light
882,13,98,76,9,tie,Weaver 12k,command-light
882,13,98,76,20,left,Weaver 12k,command-light
882,13,98,76,42,tie,Weaver 12k,command-light
882,13,98,76,41,tie,Weaver 12k,command-light
1035,20,97,98,83,right,Airoboros L2 70B,Weaver 12k
1035,20,97,98,115,right,Airoboros L2 70B,Weaver 12k
1035,20,97,98,14,tie,Airoboros L2 70B,Weaver 12k
1035,20,97,98,58,left,Airoboros L2 70B,Weaver 12k
1036,20,29,98,40,right,Alpaca (7B),Weaver 12k
1036,20,29,98,92,tie,Alpaca (7B),Weaver 12k
1037,20,5,98,0,right,Chronos Hermes (13B),Weaver 12k
1037,20,5,98,88,tie,Chronos Hermes (13B),Weaver 12k
1037,20,5,98,46,right,Chronos Hermes (13B),Weaver 12k
1037,20,5,98,42,right,Chronos Hermes (13B),Weaver 12k
1037,20,5,98,82,right,Chronos Hermes (13B),Weaver 12k
1038,20,83,98,38,right,Claude Instant v1,Weaver 12k
1038,20,83,98,93,left,Claude Instant v1,Weaver 12k
1038,20,83,98,107,tie,Claude Instant v1,Weaver 12k
1038,20,83,98,20,right,Claude Instant v1,Weaver 12k
1039,20,98,101,70,left,Weaver 12k,Claude v1
1039,20,98,101,97,left,Weaver 12k,Claude v1
1039,20,98,101,53,tie,Weaver 12k,Claude v1
1040,20,100,98,41,left,Claude v1.2,Weaver 12k
1040,20,100,98,116,left,Claude v1.2,Weaver 12k
1040,20,100,98,85,right,Claude v1.2,Weaver 12k
1040,20,100,98,11,tie,Claude v1.2,Weaver 12k
1040,20,100,98,47,right,Claude v1.2,Weaver 12k
1041,20,84,98,97,right,Claude v2,Weaver 12k
1041,20,84,98,70,right,Claude v2,Weaver 12k
1041,20,84,98,53,tie,Claude v2,Weaver 12k
1042,20,19,98,88,left,Code Llama Instruct (13B),Weaver 12k
1042,20,19,98,46,right,Code Llama Instruct (13B),Weaver 12k
1042,20,19,98,3,left,Code Llama Instruct (13B),Weaver 12k
1042,20,19,98,67,left,Code Llama Instruct (13B),Weaver 12k
1042,20,19,98,44,left,Code Llama Instruct (13B),Weaver 12k
1043,20,20,98,42,right,Code Llama Instruct (34B),Weaver 12k
1043,20,20,98,44,left,Code Llama Instruct (34B),Weaver 12k
1043,20,20,98,67,left,Code Llama Instruct (34B),Weaver 12k
1043,20,20,98,20,left,Code Llama Instruct (34B),Weaver 12k
1043,20,20,98,91,left,Code Llama Instruct (34B),Weaver 12k
1044,20,18,98,12,right,Code Llama Instruct (7B),Weaver 12k
1044,20,18,98,67,right,Code Llama Instruct (7B),Weaver 12k
1044,20,18,98,44,right,Code Llama Instruct (7B),Weaver 12k
1044,20,18,98,20,left,Code Llama Instruct (7B),Weaver 12k
1044,20,18,98,9,right,Code Llama Instruct (7B),Weaver 12k
1045,20,98,7,58,left,Weaver 12k,Dolly v2 (3B)
1045,20,98,7,89,left,Weaver 12k,Dolly v2 (3B)
1045,20,98,7,51,tie,Weaver 12k,Dolly v2 (3B)
1045,20,98,7,47,tie,Weaver 12k,Dolly v2 (3B)
1045,20,98,7,11,tie,Weaver 12k,Dolly v2 (3B)
1046,20,8,98,22,right,Dolly v2 (7B),Weaver 12k
1046,20,8,98,41,right,Dolly v2 (7B),Weaver 12k
1046,20,8,98,11,right,Dolly v2 (7B),Weaver 12k
1046,20,8,98,47,right,Dolly v2 (7B),Weaver 12k
1047,20,98,31,67,right,Weaver 12k,Falcon Instruct (40B)
1047,20,98,31,89,left,Weaver 12k,Falcon Instruct (40B)
1048,20,98,30,37,left,Weaver 12k,Falcon Instruct (7B)
1048,20,98,30,105,left,Weaver 12k,Falcon Instruct (7B)
1048,20,98,30,73,right,Weaver 12k,Falcon Instruct (7B)
1048,20,98,30,52,right,Weaver 12k,Falcon Instruct (7B)
1048,20,98,30,57,right,Weaver 12k,Falcon Instruct (7B)
1049,20,98,81,48,left,Weaver 12k,GPT 3.5 Turbo
1049,20,98,81,97,left,Weaver 12k,GPT 3.5 Turbo
1049,20,98,81,70,left,Weaver 12k,GPT 3.5 Turbo
1049,20,98,81,53,tie,Weaver 12k,GPT 3.5 Turbo
1050,20,82,98,105,left,GPT 3.5 Turbo (16k),Weaver 12k
1050,20,82,98,26,right,GPT 3.5 Turbo (16k),Weaver 12k
1050,20,82,98,6,left,GPT 3.5 Turbo (16k),Weaver 12k
1050,20,82,98,43,right,GPT 3.5 Turbo (16k),Weaver 12k
1051,20,80,98,23,right,GPT 4,Weaver 12k
1051,20,80,98,107,tie,GPT 4,Weaver 12k
1051,20,80,98,6,left,GPT 4,Weaver 12k
1051,20,80,98,56,tie,GPT 4,Weaver 12k
1052,20,4,98,89,right,GPT-NeoXT-Chat-Base (20B),Weaver 12k
1052,20,4,98,37,left,GPT-NeoXT-Chat-Base (20B),Weaver 12k
1052,20,4,98,110,right,GPT-NeoXT-Chat-Base (20B),Weaver 12k
1052,20,4,98,24,right,GPT-NeoXT-Chat-Base (20B),Weaver 12k
1053,20,98,34,89,left,Weaver 12k,Guanaco (65B)
1053,20,98,34,107,tie,Weaver 12k,Guanaco (65B)
1053,20,98,34,106,left,Weaver 12k,Guanaco (65B)
1054,20,85,98,47,tie,Jurassic 2 Light,Weaver 12k
1054,20,85,98,11,tie,Jurassic 2 Light,Weaver 12k
1054,20,85,98,58,left,Jurassic 2 Light,Weaver 12k
1054,20,85,98,89,left,Jurassic 2 Light,Weaver 12k
1055,20,98,86,42,left,Weaver 12k,Jurassic 2 Mid
1055,20,98,86,46,tie,Weaver 12k,Jurassic 2 Mid
1055,20,98,86,20,left,Weaver 12k,Jurassic 2 Mid
1055,20,98,86,85,tie,Weaver 12k,Jurassic 2 Mid
1055,20,98,86,41,right,Weaver 12k,Jurassic 2 Mid
1056,20,98,87,100,left,Weaver 12k,Jurassic 2 Ultra
1056,20,98,87,41,right,Weaver 12k,Jurassic 2 Ultra
1056,20,98,87,67,right,Weaver 12k,Jurassic 2 Ultra
1056,20,98,87,20,left,Weaver 12k,Jurassic 2 Ultra
1057,20,23,98,67,left,Koala (13B),Weaver 12k
1057,20,23,98,2,left,Koala (13B),Weaver 12k
1057,20,23,98,91,right,Koala (13B),Weaver 12k
1057,20,23,98,46,right,Koala (13B),Weaver 12k
1057,20,23,98,42,right,Koala (13B),Weaver 12k
1058,20,98,22,15,left,Weaver 12k,LLaMA 2 SFT v10 (70B)
1058,20,98,22,40,right,Weaver 12k,LLaMA 2 SFT v10 (70B)
1058,20,98,22,116,right,Weaver 12k,LLaMA 2 SFT v10 (70B)
1059,20,98,16,87,right,Weaver 12k,LLaMA-2-Chat (13B)
1059,20,98,16,91,right,Weaver 12k,LLaMA-2-Chat (13B)
1059,20,98,16,14,tie,Weaver 12k,LLaMA-2-Chat (13B)
1059,20,98,16,107,tie,Weaver 12k,LLaMA-2-Chat (13B)
1059,20,98,16,38,tie,Weaver 12k,LLaMA-2-Chat (13B)
1060,20,17,98,15,right,LLaMA-2-Chat (70B),Weaver 12k
1060,20,17,98,68,left,LLaMA-2-Chat (70B),Weaver 12k
1060,20,17,98,116,left,LLaMA-2-Chat (70B),Weaver 12k
1060,20,17,98,14,left,LLaMA-2-Chat (70B),Weaver 12k
1061,20,15,98,20,right,LLaMA-2-Chat (7B),Weaver 12k
1061,20,15,98,67,right,LLaMA-2-Chat (7B),Weaver 12k
1061,20,15,98,12,right,LLaMA-2-Chat (7B),Weaver 12k
1061,20,15,98,91,left,LLaMA-2-Chat (7B),Weaver 12k
1062,20,98,28,97,tie,Weaver 12k,MPT-Chat (30B)
1062,20,98,28,116,right,Weaver 12k,MPT-Chat (30B)
1063,20,98,27,22,left,Weaver 12k,MPT-Chat (7B)
1063,20,98,27,91,right,Weaver 12k,MPT-Chat (7B)
1063,20,98,27,11,tie,Weaver 12k,MPT-Chat (7B)
1063,20,98,27,47,left,Weaver 12k,MPT-Chat (7B)
1063,20,98,27,85,tie,Weaver 12k,MPT-Chat (7B)
1064,20,98,96,85,tie,Weaver 12k,Mythalion 13B
1064,20,98,96,91,right,Weaver 12k,Mythalion 13B
1064,20,98,96,38,left,Weaver 12k,Mythalion 13B
1064,20,98,96,107,tie,Weaver 12k,Mythalion 13B
1065,20,11,98,0,right,MythoMax-L2 (13B),Weaver 12k
1065,20,11,98,88,tie,MythoMax-L2 (13B),Weaver 12k
1065,20,11,98,42,right,MythoMax-L2 (13B),Weaver 12k
1065,20,11,98,67,left,MythoMax-L2 (13B),Weaver 12k
1065,20,11,98,85,right,MythoMax-L2 (13B),Weaver 12k
1066,20,98,14,107,tie,Weaver 12k,Open-Assistant Pythia SFT-4 (12B)
1066,20,98,14,38,left,Weaver 12k,Open-Assistant Pythia SFT-4 (12B)
1066,20,98,14,20,left,Weaver 12k,Open-Assistant Pythia SFT-4 (12B)
1066,20,98,14,91,left,Weaver 12k,Open-Assistant Pythia SFT-4 (12B)
1067,20,94,98,41,left,PaLM 2 Bison,Weaver 12k
1067,20,94,98,118,left,PaLM 2 Bison,Weaver 12k
1067,20,94,98,12,right,PaLM 2 Bison,Weaver 12k
1067,20,94,98,91,left,PaLM 2 Bison,Weaver 12k
1067,20,94,98,98,right,PaLM 2 Bison,Weaver 12k
1068,20,98,95,42,left,Weaver 12k,PaLM 2 Bison (Code Chat)
1068,20,98,95,46,tie,Weaver 12k,PaLM 2 Bison (Code Chat)
1068,20,98,95,2,right,Weaver 12k,PaLM 2 Bison (Code Chat)
1068,20,98,95,103,right,Weaver 12k,PaLM 2 Bison (Code Chat)
1068,20,98,95,20,right,Weaver 12k,PaLM 2 Bison (Code Chat)
1069,20,10,98,14,tie,Platypus-2 Instruct (70B),Weaver 12k
1069,20,10,98,20,left,Platypus-2 Instruct (70B),Weaver 12k
1069,20,10,98,38,tie,Platypus-2 Instruct (70B),Weaver 12k
1069,20,10,98,107,tie,Platypus-2 Instruct (70B),Weaver 12k
1070,20,98,2,92,right,Weaver 12k,Pythia-Chat-Base (7B)
1070,20,98,2,15,left,Weaver 12k,Pythia-Chat-Base (7B)
1070,20,98,2,55,right,Weaver 12k,Pythia-Chat-Base (7B)
1070,20,98,2,97,right,Weaver 12k,Pythia-Chat-Base (7B)
1071,20,99,98,15,left,ReMM SLERP L2 13B,Weaver 12k
1071,20,99,98,97,right,ReMM SLERP L2 13B,Weaver 12k
1072,20,98,12,42,right,Weaver 12k,StarCoderChat Alpha (16B)
1072,20,98,12,113,left,Weaver 12k,StarCoderChat Alpha (16B)
1072,20,98,12,85,tie,Weaver 12k,StarCoderChat Alpha (16B)
1072,20,98,12,103,right,Weaver 12k,StarCoderChat Alpha (16B)
1072,20,98,12,67,right,Weaver 12k,StarCoderChat Alpha (16B)
1073,20,98,25,116,right,Weaver 12k,Vicuna v1.3 (13B)
1073,20,98,25,15,left,Weaver 12k,Vicuna v1.3 (13B)
1073,20,98,25,83,right,Weaver 12k,Vicuna v1.3 (13B)
1073,20,98,25,14,right,Weaver 12k,Vicuna v1.3 (13B)
1073,20,98,25,58,right,Weaver 12k,Vicuna v1.3 (13B)
1074,20,98,24,116,right,Weaver 12k,Vicuna v1.3 (7B)
1074,20,98,24,15,left,Weaver 12k,Vicuna v1.3 (7B)
1074,20,98,24,97,right,Weaver 12k,Vicuna v1.3 (7B)
1075,20,26,98,44,left,Vicuna v1.5 (13B),Weaver 12k
1075,20,26,98,67,left,Vicuna v1.5 (13B),Weaver 12k
1075,20,26,98,46,right,Vicuna v1.5 (13B),Weaver 12k
1075,20,26,98,2,left,Vicuna v1.5 (13B),Weaver 12k
1075,20,26,98,25,left,Vicuna v1.5 (13B),Weaver 12k
1076,20,98,21,15,left,Weaver 12k,Vicuna-FastChat-T5 (3B)
1076,20,98,21,115,left,Weaver 12k,Vicuna-FastChat-T5 (3B)
1076,20,98,21,58,left,Weaver 12k,Vicuna-FastChat-T5 (3B)
1076,20,98,21,14,tie,Weaver 12k,Vicuna-FastChat-T5 (3B)
1077,20,97,76,14,left,Airoboros L2 70B,command-light
1077,20,97,76,97,left,Airoboros L2 70B,command-light
1077,20,97,76,91,left,Airoboros L2 70B,command-light
1077,20,97,76,38,left,Airoboros L2 70B,command-light
1077,20,97,76,107,left,Airoboros L2 70B,command-light
1078,20,29,76,41,tie,Alpaca (7B),command-light
1078,20,29,76,67,right,Alpaca (7B),command-light
1078,20,29,76,20,right,Alpaca (7B),command-light
1078,20,29,76,66,right,Alpaca (7B),command-light
1078,20,29,76,44,right,Alpaca (7B),command-light
1079,20,5,76,19,tie,Chronos Hermes (13B),command-light
1079,20,5,76,78,left,Chronos Hermes (13B),command-light
1079,20,5,76,89,left,Chronos Hermes (13B),command-light
1080,20,83,76,47,tie,Claude Instant v1,command-light
1080,20,83,76,11,tie,Claude Instant v1,command-light
1080,20,83,76,22,tie,Claude Instant v1,command-light
1080,20,83,76,41,left,Claude Instant v1,command-light
1081,20,101,76,42,right,Claude v1,command-light
1081,20,101,76,2,left,Claude v1,command-light
1081,20,101,76,44,right,Claude v1,command-light
1081,20,101,76,67,left,Claude v1,command-light
1081,20,101,76,34,right,Claude v1,command-light
1082,20,100,76,11,tie,Claude v1.2,command-light
1082,20,100,76,41,left,Claude v1.2,command-light
1082,20,100,76,47,tie,Claude v1.2,command-light
1082,20,100,76,85,right,Claude v1.2,command-light
1083,20,84,76,67,left,Claude v2,command-light
1083,20,84,76,100,left,Claude v2,command-light
1083,20,84,76,12,right,Claude v2,command-light
1083,20,84,76,41,left,Claude v2,command-light
1084,20,76,19,110,right,command-light,Code Llama Instruct (13B)
1084,20,76,19,89,right,command-light,Code Llama Instruct (13B)
1084,20,76,19,105,tie,command-light,Code Llama Instruct (13B)
1084,20,76,19,23,right,command-light,Code Llama Instruct (13B)
1084,20,76,19,37,left,command-light,Code Llama Instruct (13B)
1085,20,20,76,91,left,Code Llama Instruct (34B),command-light
1085,20,20,76,14,right,Code Llama Instruct (34B),command-light
1085,20,20,76,38,left,Code Llama Instruct (34B),command-light
1085,20,20,76,107,left,Code Llama Instruct (34B),command-light
1085,20,20,76,87,left,Code Llama Instruct (34B),command-light
1086,20,76,18,12,left,command-light,Code Llama Instruct (7B)
1086,20,76,18,41,tie,command-light,Code Llama Instruct (7B)
1086,20,76,18,67,left,command-light,Code Llama Instruct (7B)
1086,20,76,18,107,tie,command-light,Code Llama Instruct (7B)
1086,20,76,18,114,right,command-light,Code Llama Instruct (7B)
1087,20,7,76,85,tie,Dolly v2 (3B),command-light
1087,20,7,76,46,tie,Dolly v2 (3B),command-light
1087,20,7,76,33,right,Dolly v2 (3B),command-light
1087,20,7,76,0,right,Dolly v2 (3B),command-light
1087,20,7,76,82,tie,Dolly v2 (3B),command-light
1088,20,76,8,83,tie,command-light,Dolly v2 (7B)
1088,20,76,8,116,tie,command-light,Dolly v2 (7B)
1088,20,76,8,58,tie,command-light,Dolly v2 (7B)
1088,20,76,8,14,tie,command-light,Dolly v2 (7B)
1089,20,31,76,19,tie,Falcon Instruct (40B),command-light
1089,20,31,76,46,left,Falcon Instruct (40B),command-light
1089,20,31,76,89,left,Falcon Instruct (40B),command-light
1089,20,31,76,78,right,Falcon Instruct (40B),command-light
1089,20,31,76,33,left,Falcon Instruct (40B),command-light
1090,20,76,30,87,right,command-light,Falcon Instruct (7B)
1090,20,76,30,48,left,command-light,Falcon Instruct (7B)
1090,20,76,30,70,left,command-light,Falcon Instruct (7B)
1090,20,76,30,97,right,command-light,Falcon Instruct (7B)
1091,20,81,76,14,tie,GPT 3.5 Turbo,command-light
1091,20,81,76,58,left,GPT 3.5 Turbo,command-light
1091,20,81,76,115,left,GPT 3.5 Turbo,command-light
1091,20,81,76,116,left,GPT 3.5 Turbo,command-light
1091,20,81,76,15,right,GPT 3.5 Turbo,command-light
1092,20,82,76,3,left,GPT 3.5 Turbo (16k),command-light
1092,20,82,76,44,left,GPT 3.5 Turbo (16k),command-light
1092,20,82,76,42,left,GPT 3.5 Turbo (16k),command-light
1092,20,82,76,103,right,GPT 3.5 Turbo (16k),command-light
1092,20,82,76,20,right,GPT 3.5 Turbo (16k),command-light
1093,20,80,76,46,left,GPT 4,command-light
1093,20,80,76,89,left,GPT 4,command-light
1093,20,80,76,33,left,GPT 4,command-light
1093,20,80,76,123,left,GPT 4,command-light
